STATENAME,URL,WEBSITE,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON,ACTIVITY
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,Level 1,Minimal,Dec-15-2018,50,2018-19,1
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,Level 7,Moderate,Dec-15-2018,50,2018-19,7
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,Level 4,Low,Dec-15-2018,50,2018-19,4
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 4,Low,Dec-15-2018,50,2018-19,4
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 4,Low,Dec-15-2018,50,2018-19,4
North Dakota,http://www.ndflu.com/default.aspx,Influenza,Level 1,Minimal,Dec-15-2018,50,2018-19,1
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Dec-15-2018,50,2018-19,1
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 5,Low,Dec-15-2018,50,2018-19,5
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,Influenza Disease Surveillance Data,Level 3,Minimal,Dec-15-2018,50,2018-19,3
Pennsylvania,https://www.health.pa.gov/topics/disease/Flu/Pages/Flu.aspx%20,Influenza Weekly Report ,Level 4,Low,Dec-15-2018,50,2018-19,4
Rhode Island,http://www.health.ri.gov/data/flu/index.php,Influenza Surveillance,Level 1,Minimal,Dec-15-2018,50,2018-19,1
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,Influenza Activity and Surveillance,Level 7,Moderate,Dec-15-2018,50,2018-19,7
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,Influenza Information,Level 1,Minimal,Dec-15-2018,50,2018-19,1
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,Influenza-Like Illness Surveillance Summary Archive,Level 2,Minimal,Dec-15-2018,50,2018-19,2
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,Influenza Surveillance,Level 5,Low,Dec-15-2018,50,2018-19,5
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,Seasonal Influenza Weekly Update,Level 4,Low,Dec-15-2018,50,2018-19,4
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,Flu Activity,Level 2,Minimal,Dec-15-2018,50,2018-19,2
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,Virginia Weekly Influenza Activity Report,Level 6,Moderate,Dec-15-2018,50,2018-19,6
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,Influenza Update,Level 1,Minimal,Dec-15-2018,50,2018-19,1
West Virginia,https://oeps.wv.gov/flu/pages/flu_data.aspx,Current Influenza Surveillance,Level 2,Minimal,Dec-15-2018,50,2018-19,2
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,Tracking Influenza in Wisconsin,Level 3,Minimal,Dec-15-2018,50,2018-19,3
Wyoming,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/,Influenza,Level 2,Minimal,Dec-15-2018,50,2018-19,2
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,Puerto Rico Departamento de Salud,Level 7,Moderate,Dec-15-2018,50,2018-19,7
Virgin Islands,http://doh.vi.gov/,Influenza,Level 1,Minimal,Dec-15-2018,50,2018-19,1
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,Surveillance Data,Level 6,Moderate,Dec-15-2018,50,2018-19,6
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 9,High,Dec-22-2018,51,2018-19,9
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,Influenza Surveillance Report,Level 2,Minimal,Dec-22-2018,51,2018-19,2
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,Influenza & RSV Surveillance,Level 5,Low,Dec-22-2018,51,2018-19,5
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,Communicable Disease and Immunizations,Level 6,Moderate,Dec-22-2018,51,2018-19,6
California,https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx,Influenza (Flu),Level 5,Low,Dec-22-2018,51,2018-19,5
Colorado,https://www.colorado.gov/pacific/cdphe/influenza,Influenza Surveillance,Level 10,High,Dec-22-2018,51,2018-19,10
Connecticut,https://portal.ct.gov/DPH/Epidemiology-and-Emerging-Infections/Influenza-Surveillance-and-Statistics,Flu Statistics,Level 4,Low,Dec-22-2018,51,2018-19,4
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 2,Minimal,Dec-22-2018,51,2018-19,2
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Level 5,Low,Dec-22-2018,51,2018-19,5
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Level 3,Minimal,Dec-22-2018,51,2018-19,3
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Level 10,High,Dec-22-2018,51,2018-19,10
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Level 1,Minimal,Dec-22-2018,51,2018-19,1
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Dec-22-2018,51,2018-19,1
Illinois,http://www.dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance,Seasonal Influenza Surveillance Reports,Level 4,Low,Dec-22-2018,51,2018-19,4
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Level 7,Moderate,Dec-22-2018,51,2018-19,7
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Level 1,Minimal,Dec-22-2018,51,2018-19,1
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Level 3,Minimal,Dec-22-2018,51,2018-19,3
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Level 7,Moderate,Dec-22-2018,51,2018-19,7
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Level 8,High,Dec-22-2018,51,2018-19,8
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Level 1,Minimal,Dec-22-2018,51,2018-19,1
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 3,Minimal,Dec-22-2018,51,2018-19,3
Massachusetts,https://www.mass.gov/influenza,Influenza Surveillance Data,Level 5,Low,Dec-22-2018,51,2018-19,5
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,Influenza Activity and Surveillance,Level 3,Minimal,Dec-22-2018,51,2018-19,3
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,Weekly Influenza Activity: Statistics,Level 4,Low,Dec-22-2018,51,2018-19,4
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%2C0%2C199%2C230.html,Mississippi Flu Surveillance and Influenza-Like Illness Reports,Level 7,Moderate,Dec-22-2018,51,2018-19,7
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,Influenza Data & Statistical Reports ,Level 4,Low,Dec-22-2018,51,2018-19,4
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,Influenza: What You Need to Know,Level 1,Minimal,Dec-22-2018,51,2018-19,1
Nebraska,http://dhhs.ne.gov/Pages/Flu.aspx%20,Weekly Flu Report,Level 9,High,Dec-22-2018,51,2018-19,9
Nevada,http://dpbh.nv.gov/Programs/Flu/Influenza/%20,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 6,Moderate,Dec-22-2018,51,2018-19,6
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,Level 1,Minimal,Dec-22-2018,51,2018-19,1
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,Level 9,High,Dec-22-2018,51,2018-19,9
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,Level 10,High,Dec-22-2018,51,2018-19,10
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 5,Low,Dec-22-2018,51,2018-19,5
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 4,Low,Dec-22-2018,51,2018-19,4
North Dakota,http://www.ndflu.com/default.aspx,Influenza,Level 1,Minimal,Dec-22-2018,51,2018-19,1
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Dec-22-2018,51,2018-19,1
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 7,Moderate,Dec-22-2018,51,2018-19,7
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,Influenza Disease Surveillance Data,Level 3,Minimal,Dec-22-2018,51,2018-19,3
Pennsylvania,https://www.health.pa.gov/topics/disease/Flu/Pages/Flu.aspx%20,Influenza Weekly Report ,Level 5,Low,Dec-22-2018,51,2018-19,5
Rhode Island,http://www.health.ri.gov/data/flu/index.php,Influenza Surveillance,Level 2,Minimal,Dec-22-2018,51,2018-19,2
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,Influenza Activity and Surveillance,Level 9,High,Dec-22-2018,51,2018-19,9
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,Influenza Information,Level 1,Minimal,Dec-22-2018,51,2018-19,1
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,Influenza-Like Illness Surveillance Summary Archive,Level 1,Minimal,Dec-22-2018,51,2018-19,1
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,Influenza Surveillance,Level 7,Moderate,Dec-22-2018,51,2018-19,7
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,Seasonal Influenza Weekly Update,Level 6,Moderate,Dec-22-2018,51,2018-19,6
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,Flu Activity,Level 2,Minimal,Dec-22-2018,51,2018-19,2
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,Virginia Weekly Influenza Activity Report,Level 6,Moderate,Dec-22-2018,51,2018-19,6
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,Influenza Update,Level 1,Minimal,Dec-22-2018,51,2018-19,1
West Virginia,https://oeps.wv.gov/flu/pages/flu_data.aspx,Current Influenza Surveillance,Level 2,Minimal,Dec-22-2018,51,2018-19,2
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,Tracking Influenza in Wisconsin,Level 3,Minimal,Dec-22-2018,51,2018-19,3
Wyoming,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/,Influenza,Level 1,Minimal,Dec-22-2018,51,2018-19,1
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,Puerto Rico Departamento de Salud,Level 9,High,Dec-22-2018,51,2018-19,9
Virgin Islands,http://doh.vi.gov/,Influenza,Level 1,Minimal,Dec-22-2018,51,2018-19,1
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,Surveillance Data,Level 8,High,Dec-22-2018,51,2018-19,8
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Dec-29-2018,52,2018-19,10
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,Influenza Surveillance Report,Level 3,Minimal,Dec-29-2018,52,2018-19,3
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,Influenza & RSV Surveillance,Level 8,High,Dec-29-2018,52,2018-19,8
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,Communicable Disease and Immunizations,Level 7,Moderate,Dec-29-2018,52,2018-19,7
California,https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx,Influenza (Flu),Level 6,Moderate,Dec-29-2018,52,2018-19,6
Colorado,https://www.colorado.gov/pacific/cdphe/influenza,Influenza Surveillance,Level 10,High,Dec-29-2018,52,2018-19,10
Connecticut,https://portal.ct.gov/DPH/Epidemiology-and-Emerging-Infections/Influenza-Surveillance-and-Statistics,Flu Statistics,Level 5,Low,Dec-29-2018,52,2018-19,5
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 1,Minimal,Dec-29-2018,52,2018-19,1
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Level 5,Low,Dec-29-2018,52,2018-19,5
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Level 5,Low,Dec-29-2018,52,2018-19,5
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Level 10,High,Dec-29-2018,52,2018-19,10
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Level 1,Minimal,Dec-29-2018,52,2018-19,1
Idaho,http://flu.idaho.gov,Influenza,Level 3,Minimal,Dec-29-2018,52,2018-19,3
Illinois,http://www.dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance,Seasonal Influenza Surveillance Reports,Level 7,Moderate,Dec-29-2018,52,2018-19,7
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Level 9,High,Dec-29-2018,52,2018-19,9
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Level 4,Low,Dec-29-2018,52,2018-19,4
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Level 7,Moderate,Dec-29-2018,52,2018-19,7
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Level 10,High,Dec-29-2018,52,2018-19,10
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Level 10,High,Dec-29-2018,52,2018-19,10
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Level 2,Minimal,Dec-29-2018,52,2018-19,2
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 4,Low,Dec-29-2018,52,2018-19,4
Massachusetts,https://www.mass.gov/influenza,Influenza Surveillance Data,Level 8,High,Dec-29-2018,52,2018-19,8
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,Influenza Activity and Surveillance,Level 4,Low,Dec-29-2018,52,2018-19,4
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,Weekly Influenza Activity: Statistics,Level 6,Moderate,Dec-29-2018,52,2018-19,6
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%2C0%2C199%2C230.html,Mississippi Flu Surveillance and Influenza-Like Illness Reports,Level 9,High,Dec-29-2018,52,2018-19,9
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,Influenza Data & Statistical Reports ,Level 7,Moderate,Dec-29-2018,52,2018-19,7
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,Influenza: What You Need to Know,Level 3,Minimal,Dec-29-2018,52,2018-19,3
Nebraska,http://dhhs.ne.gov/Pages/Flu.aspx%20,Weekly Flu Report,Level 10,High,Dec-29-2018,52,2018-19,10
Nevada,http://dpbh.nv.gov/Programs/Flu/Influenza/%20,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 7,Moderate,Dec-29-2018,52,2018-19,7
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,Level 2,Minimal,Dec-29-2018,52,2018-19,2
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,Level 10,High,Dec-29-2018,52,2018-19,10
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,Level 10,High,Dec-29-2018,52,2018-19,10
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 7,Moderate,Dec-29-2018,52,2018-19,7
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 7,Moderate,Dec-29-2018,52,2018-19,7
North Dakota,http://www.ndflu.com/default.aspx,Influenza,Level 3,Minimal,Dec-29-2018,52,2018-19,3
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 4,Low,Dec-29-2018,52,2018-19,4
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 10,High,Dec-29-2018,52,2018-19,10
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,Influenza Disease Surveillance Data,Level 4,Low,Dec-29-2018,52,2018-19,4
Pennsylvania,https://www.health.pa.gov/topics/disease/Flu/Pages/Flu.aspx%20,Influenza Weekly Report ,Level 7,Moderate,Dec-29-2018,52,2018-19,7
Rhode Island,http://www.health.ri.gov/data/flu/index.php,Influenza Surveillance,Level 6,Moderate,Dec-29-2018,52,2018-19,6
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,Influenza Activity and Surveillance,Level 10,High,Dec-29-2018,52,2018-19,10
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,Influenza Information,Level 1,Minimal,Dec-29-2018,52,2018-19,1
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,Influenza-Like Illness Surveillance Summary Archive,Level 5,Low,Dec-29-2018,52,2018-19,5
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,Influenza Surveillance,Level 10,High,Dec-29-2018,52,2018-19,10
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,Seasonal Influenza Weekly Update,Level 10,High,Dec-29-2018,52,2018-19,10
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,Flu Activity,Level 6,Moderate,Dec-29-2018,52,2018-19,6
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,Virginia Weekly Influenza Activity Report,Level 8,High,Dec-29-2018,52,2018-19,8
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,Influenza Update,Level 2,Minimal,Dec-29-2018,52,2018-19,2
West Virginia,https://oeps.wv.gov/flu/pages/flu_data.aspx,Current Influenza Surveillance,Level 2,Minimal,Dec-29-2018,52,2018-19,2
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,Tracking Influenza in Wisconsin,Level 4,Low,Dec-29-2018,52,2018-19,4
Wyoming,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/,Influenza,Level 5,Low,Dec-29-2018,52,2018-19,5
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,Puerto Rico Departamento de Salud,Level 5,Low,Dec-29-2018,52,2018-19,5
Virgin Islands,http://doh.vi.gov/,Influenza,Level 2,Minimal,Dec-29-2018,52,2018-19,2
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,Surveillance Data,Level 10,High,Dec-29-2018,52,2018-19,10
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 9,High,Jan-05-2019,1,2018-19,9
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,Influenza Surveillance Report,Level 3,Minimal,Jan-05-2019,1,2018-19,3
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,Influenza & RSV Surveillance,Level 7,Moderate,Jan-05-2019,1,2018-19,7
